hash,split,class,path
c7279c42b759a552,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\00233.png
c7279c42b759a552,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\0045.png
98b645296b4b5baa,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\1-rotated1-rotated2-rotated1.jpg
98b645296b4b5baa,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated2-rotated1 - Copy (1).jpg
98b645296b4b5baa,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated2-rotated1 - Copy.jpg
98b645296b4b5baa,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated2-rotated3 (1).jpg
98b645296b4b5baa,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated2-rotated3 - Copy (1).jpg
98b645296b4b5baa,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated2-rotated3 - Copy.jpg
98b645296b4b5baa,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated2-rotated3.jpg
9d30446b5ad33ee1,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\1-rotated1-rotated3-rotated3 - Copy.jpg
9d30446b5ad33ee1,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated3-rotated3 (1).jpg
9d30446b5ad33ee1,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated3-rotated3.jpg
9cb0456b4a5b5acb,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\1-rotated2-rotated1-rotated3.jpg
9cb0456b4a5b5acb,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated2-rotated1-rotated3 - Copy (1).jpg
9cb0456b4a5b5acb,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated2-rotated1-rotated3 - Copy.jpg
94cc46365ab36b36,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\1-rotated2-rotated3-rotated1 - Copy.jpg
94cc46365ab36b36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated2-rotated3-rotated1 (1).jpg
94cc46365ab36b36,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated2-rotated3-rotated1.jpg
8539474b5ae42bea,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\1-rotated3-rotated1-rotated1.jpg
8539474b5ae42bea,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated1-rotated3 (1).jpg
8539474b5ae42bea,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated1-rotated3 - Copy (1).jpg
8539474b5ae42bea,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated1-rotated3 - Copy.jpg
8539474b5ae42bea,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated1-rotated1-rotated3.jpg
8539474b5ae42bea,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated3-rotated1-rotated1 - Copy (1).jpg
8539474b5ae42bea,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated3-rotated1-rotated1 - Copy.jpg
8539474b5ae42bea,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\1-rotated1-rotated1-rotated3.jpg
9531464b5ad13fe1,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\1-rotated3-rotated2-rotated3 - Copy.jpg
9531464b5ad13fe1,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated3-rotated2-rotated3 (1).jpg
9531464b5ad13fe1,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1-rotated3-rotated2-rotated3.jpg
9531464b5ad13fe1,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\1-rotated3-rotated2-rotated3.jpg
b0e39d34c933ccb2,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\1.png
b0e39d34c933ccb2,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\2.png
b0e39d34c933ccb2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\1.png
b0e39d34c933ccb2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2.png
b0e39d34c933ccb2,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\1.png
b0e39d34c933ccb2,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\2.png
8b6732381c9e4eb6,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\2-rotated1-rotated3-rotated2 - Copy.jpg
8b6732381c9e4eb6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated1-rotated3-rotated2 (1).jpg
8b6732381c9e4eb6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated1-rotated3-rotated2.jpg
cc3963317367344b,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\2-rotated2-rotated1-rotated2.jpg
cc3963317367344b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated2-rotated1-rotated2 - Copy (1).jpg
cc3963317367344b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated2-rotated1-rotated2 - Copy.jpg
cc3963713363354b,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\2-rotated2-rotated3 - Copy.jpg
cc3963713363354b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated2-rotated3 (1).jpg
cc3963713363354b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated2-rotated3.jpg
cc3866317363356b,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\2-rotated3-rotated1.jpg
cc3866317363356b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated1 - Copy (1).jpg
cc3866317363356b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated1 - Copy.jpg
cc3866317363356b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated3-rotated1 - Copy (1).jpg
cc3866317363356b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated3-rotated1 - Copy.jpg
cc1963763be62cc2,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\2-rotated3-rotated2-rotated2 - Copy.jpg
cc1963763be62cc2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated3-rotated2-rotated2 (1).jpg
cc1963763be62cc2,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated3-rotated2-rotated2.jpg
d11e32e40d596b9b,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\2-rotated3-rotated3-rotated3.jpg
d11e32e40d596b9b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated3-rotated3-rotated3 - Copy (1).jpg
d11e32e40d596b9b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated3-rotated3-rotated3 - Copy.jpg
cc666231337b3539,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\2.jpg
cc666231337b3539,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2 - Copy (1).jpg
cc666231337b3539,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2 - Copy.jpg
cc666231337b3539,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated2-rotated1-rotated3 (1).jpg
cc666231337b3539,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated2-rotated1-rotated3 - Copy (1).jpg
cc666231337b3539,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated2-rotated1-rotated3 - Copy.jpg
cc666231337b3539,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\2-rotated2-rotated1-rotated3.jpg
968d1b7a6147fe80,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\3-rotated1-rotated1-rotated3 - Copy.jpg
968d1b7a6147fe80,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated1-rotated1-rotated3 (1).jpg
968d1b7a6147fe80,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated1-rotated1-rotated3.jpg
968d1b7a6147fe80,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\3-rotated1-rotated1-rotated3.jpg
83da492d542e5e1f,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\3-rotated1-rotated3.jpg
83da492d542e5e1f,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated1-rotated3 - Copy (1).jpg
83da492d542e5e1f,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated1-rotated3 - Copy.jpg
87de69256c25568b,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\3-rotated2-rotated1-rotated1 - Copy.jpg
87de69256c25568b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated1 - Copy (1).jpg
87de69256c25568b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated1 - Copy.jpg
c4f25c6623b4375a,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\3-rotated2-rotated2-rotated3 - Copy.jpg
c4f25c6623b4375a,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated2-rotated2-rotated3 (1).jpg
c4f25c6623b4375a,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated2-rotated2-rotated3.jpg
83da492d5e661ec3,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\3-rotated3-rotated2-rotated1 - Copy.jpg
83da492d5e661ec3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated3-rotated2-rotated1 (1).jpg
83da492d5e661ec3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated3-rotated2-rotated1.jpg
c4e1164a7a1eceb5,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\3-rotated3-rotated3-rotated2.jpg
c4e1164a7a1eceb5,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated3-rotated3-rotated2 - Copy (1).jpg
c4e1164a7a1eceb5,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated3-rotated3-rotated2 - Copy.jpg
875ee9256c65468b,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\3-rotated3.jpg
875ee9256c65468b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated3 - Copy (1).jpg
875ee9256c65468b,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3-rotated3 - Copy.jpg
c0cd2f905a2fd43e,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\3.png
c0cd2f905a2fd43e,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\4.png
c0cd2f905a2fd43e,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\3.png
c0cd2f905a2fd43e,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4.png
c0cd2f905a2fd43e,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\3.png
c0cd2f905a2fd43e,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\4.png
9a2525694b4fd4f4,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\4-rotated1-rotated1-rotated2 - Copy.jpg
9a2525694b4fd4f4,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated1-rotated1-rotated2 (1).jpg
9a2525694b4fd4f4,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated1-rotated1-rotated2.jpg
9a2525694b4fd4f4,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated2-rotated1-rotated1 - Copy (1).jpg
9a2525694b4fd4f4,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated2-rotated1-rotated1 - Copy.jpg
954863b54eb728d6,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\4-rotated1-rotated2-rotated3.jpg
954863b54eb728d6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated1-rotated2-rotated3 - Copy (1).jpg
954863b54eb728d6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated1-rotated2-rotated3 - Copy.jpg
9a352569491fd4b6,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\4-rotated2-rotated1 - Copy.jpg
9a352569491fd4b6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated2-rotated1 (1).jpg
9a352569491fd4b6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated2-rotated1.jpg
9a352569491fd4b6,val,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\val\fractured\4-rotated2-rotated1.jpg
986735644fac4a97,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\4-rotated2-rotated2-rotated1.jpg
986735644fac4a97,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated2 (1).jpg
986735644fac4a97,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated2 - Copy (1).jpg
986735644fac4a97,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated2 - Copy.jpg
986735644fac4a97,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated2-rotated2-rotated1 - Copy (1).jpg
986735644fac4a97,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated2-rotated2-rotated1 - Copy.jpg
986735644fac4a97,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated2.jpg
9a2525694b1ff496,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\4-rotated3-rotated2 - Copy.jpg
9a2525694b1ff496,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated3-rotated2 (1).jpg
9a2525694b1ff496,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated3-rotated2.jpg
914b63b44ea56cd6,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\4-rotated3-rotated3-rotated1.jpg
914b63b44ea56cd6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated3-rotated3-rotated1 - Copy (1).jpg
914b63b44ea56cd6,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\4-rotated3-rotated3-rotated1 - Copy.jpg
9c650361f85f4ee8,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\5-rotated1-rotated1-rotated1 - Copy.jpg
9c650361f85f4ee8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\5-rotated1-rotated1-rotated1 (1).jpg
9c650361f85f4ee8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\5-rotated1-rotated1-rotated1.jpg
9c650361f85f4ee8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\5-rotated1-rotated1-rotated2 (1).jpg
9c650361f85f4ee8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\5-rotated1-rotated1-rotated2 - Copy (1).jpg
9c650361f85f4ee8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\5-rotated1-rotated1-rotated2 - Copy.jpg
9c650361f85f4ee8,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\5-rotated1-rotated1-rotated2.jpg
9c632179195fc4e3,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\5-rotated1-rotated2-rotated2.jpg
9c632179195fc4e3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\5-rotated1-rotated2-rotated2 - Copy (1).jpg
9c632179195fc4e3,train,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\train\fractured\5-rotated1-rotated2-rotated2 - Copy.jpg
9e673778980ec463,test,fractured,E:\projects\project-fracture-classification\dataset\Bone_Fracture_Dataset\test\fractured\5-rotated2 - Copy.jpg
